,x,y
0,0.6001862472251148,106.40162473088884
1,0.9882901585956076,111.54598883039732
2,0.22825252162113863,103.69219491134506
3,0.5989806616275117,107.32289229323219
4,0.8147067995708974,109.8654358931873
5,0.41711585182574307,104.19924395575913
6,0.07619170292979593,101.91417735886364
7,0.7935397081264549,110.03140202518473
8,0.40531918777912146,105.10502855637542
9,0.5320795491279963,105.71574229141446
10,0.6617520027535039,108.57153823002872
11,0.1642815721382085,101.4051475867794
12,0.8494672155707332,110.80836805303902
13,0.8287459895668975,110.83523464531822
14,0.5527789028026564,106.40041634800109
15,0.8837061931688331,111.39152458837202
16,0.4963538019598167,106.36935646271459
17,0.723944573914508,109.65787178683001
18,0.3113701616823703,104.60429593392959
19,0.2641277457153899,103.91821191607842
20,0.5037164031450891,105.88719399428527
21,0.6988864596895589,107.41217570886138
22,0.4327913509631528,105.83673062777551
23,0.5383826138713317,106.83946846326894
24,0.9036784376202308,110.11259469952088
